"geographic_km","delta_temp","bray","unifrac","bray_sim","unifrac_sim"
2367.80596651975,3.10849329829216,0.564557228480914,0.562623177865873,0.435442771519086,0.437376822134127
2678.66812696317,3.55381938815117,0.576029079628658,0.598715909630875,0.423970920371342,0.401284090369125
2976.24894403295,3.89001128822565,0.635347183588013,0.620029673128903,0.364652816411987,0.379970326871097
487.885686666347,0.435804314911366,0.328967577741126,0.529794501568701,0.671032422258874,0.470205498431299
2178.06328685717,2.62068544328213,0.468895075703251,0.501451361736068,0.531104924296749,0.498548638263932
2489.58122544389,3.06601153314114,0.489637587137989,0.542497022764211,0.510362412862011,0.457502977235789
2788.90430695159,3.40220343321562,0.545137797390871,0.566248435141287,0.454862202609129,0.433751564858713
1698.96421492356,2.18488112837076,0.493640436751133,0.59993161993614,0.506359563248867,0.40006838006386
2011.89541891744,2.63020721822977,0.520384297932437,0.62087778603217,0.479615702067563,0.37912221396783
2315.660561807,2.96639911830425,0.575097242243755,0.646956348668785,0.424902757756245,0.353043651331215
313.757916231027,0.445326089859009,0.227731642503753,0.339530603539014,0.772268357496247,0.660469396460986
625.634955235497,0.781517989933491,0.33740785954193,0.37862802003132,0.66259214045807,0.62137197996868
316.227599165857,0.336191900074482,0.277492183362611,0.319133942325026,0.722507816637389,0.680866057674974
